PRIM_STATE,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
WV,29-2081,"Opticians, Dispensing",400,"41,030","28,950","31,960","38,480","46,800","59,300"
WV,29-2091,Orthotists and Prosthetists,80,"86,740","66,430","74,570","83,840","95,590","110,040"
WV,29-2099,"Health Technologists and Technicians, All Other",640,"51,150","33,110","38,180","49,000","58,320","70,540"
WV,29-9021,Health Information Technologists and Medical Registrars,60,"56,880","30,710","39,850","59,750","64,850","83,840"
WV,29-9091,Athletic Trainers,140,"48,410","39,580","40,860","45,140","51,270","60,070"
WV,29-9093,Surgical Assistants,200,"51,490","32,360","37,390","49,080","61,560","76,590"
WV,29-9099,"Healthcare Practitioners and Technical Workers, All Other",110,"67,440","24,360","47,290","51,440","76,280","156,180"
WV,31-0000,Healthcare Support Occupations,"39,590","32,810","22,830","26,240","30,980","36,980","43,410"
WV,31-1120,Home Health and Personal Care Aides,"18,730","26,730","21,720","23,050","26,560","28,640","32,850"
WV,31-1131,Nursing Assistants,"8,860","36,320","29,850","33,020","36,340","39,090","42,210"
WV,31-1132,Orderlies,250,"35,770","30,450","31,480","34,630","39,600","40,170"
WV,31-1133,Psychiatric Aides,670,"31,410","22,020","24,670","32,650","36,750","40,390"
WV,31-2011,Occupational Therapy Assistants,260,"62,650","50,540","52,500","61,320","69,680","77,240"
WV,31-2021,Physical Therapist Assistants,900,"62,280","44,950","48,650","60,270","74,620","83,780"
WV,31-2022,Physical Therapist Aides,160,"32,850","22,870","26,690","29,320","37,800","43,770"
WV,31-9011,Massage Therapists,270,"45,410","23,270","27,720","42,730","58,640","71,740"
WV,31-9091,Dental Assistants,"1,380","39,280","30,660","35,600","37,330","43,430","49,480"
WV,31-9092,Medical Assistants,"4,510","35,990","28,620","31,490","35,860","38,650","43,190"
WV,31-9093,Medical Equipment Preparers,480,"42,540","31,200","34,460","42,400","48,380","52,160"
WV,31-9094,Medical Transcriptionists,180,"41,040","31,490","32,930","35,770","44,000","69,850"
WV,31-9095,Pharmacy Aides,70,"34,370","21,500","29,670","32,990","40,700","47,040"
WV,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,660,"31,720","22,770","28,120","32,630","35,450","36,990"
WV,31-9097,Phlebotomists,"1,260","38,980","31,480","36,370","38,830","42,660","46,220"
WV,31-9099,"Healthcare Support Workers, All Other",940,"41,760","30,440","31,540","37,640","47,780","58,780"
WV,33-0000,Protective Service Occupations,"17,220","47,710","27,790","33,810","46,110","59,080","70,110"
WV,33-1011,First-Line Supervisors of Correctional Officers,220,"66,050","38,800","46,930","56,720","87,940","101,090"
WV,33-1012,First-Line Supervisors of Police and Detectives,450,"76,350","53,440","65,060","72,960","77,380","90,640"
WV,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,150,"61,150","40,240","47,480","57,300","69,210","90,250"
WV,33-1091,First-Line Supervisors of Security Workers,390,"50,030","28,880","35,720","48,810","59,950","73,140"
WV,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",70,"61,630","28,170","39,000","59,360","82,220","91,890"
WV,33-2011,Firefighters,"1,040","44,450","29,280","35,600","41,500","51,440","59,770"
WV,33-2021,Fire Inspectors and Investigators,60,"52,730","41,710","46,540","52,820","59,330","59,600"
WV,33-3011,Bailiffs,180,"34,310","26,520","29,560","34,800","38,370","40,950"
WV,33-3012,Correctional Officers and Jailers,"2,640","55,410","39,990","47,990","49,990","63,340","81,430"
WV,33-3021,Detectives and Criminal Investigators,210,"101,920","45,300","55,760","90,690","146,490","168,040"
WV,33-3031,Fish and Game Wardens,120,"61,860","57,630","58,420","59,630","63,930","72,530"
WV,33-3041,Parking Enforcement Workers,40,"30,330","22,330","26,250","29,100","35,470","37,630"
WV,33-3051,Police and Sheriff's Patrol Officers,"3,130","54,930","39,780","49,280","54,570","59,970","68,080"
WV,33-9011,Animal Control Workers,80,"36,430","29,320","32,090","36,890","39,500","43,900"
WV,33-9021,Private Detectives and Investigators,250,"49,880","22,090","37,370","46,830","61,180","77,700"
WV,33-9031,Gambling Surveillance Officers and Gambling Investigators,70,"36,090","27,490","33,600","35,490","40,240","45,210"
WV,33-9032,Security Guards,"6,290","39,430","23,310","28,990","37,220","47,290","59,270"
WV,33-9091,Crossing Guards and Flaggers,"1,110","37,320","28,240","29,340","31,800","34,890","54,930"
WV,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",430,"28,470","19,910","21,060","24,350","33,300","44,920"
WV,33-9093,Transportation Security Screeners,90,"59,520","49,000","49,000","59,950","63,960","69,950"
WV,33-9099,"Protective Service Workers, All Other",180,"55,660","33,230","39,560","46,760","70,080","91,190"
WV,35-0000,Food Preparation and Serving Related Occupations,"61,380","29,910","21,100","22,290","27,380","33,390","43,020"
WV,35-1011,Chefs and Head Cooks,310,"65,150","38,490","41,950","60,790","83,750","105,560"
WV,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,"6,660","35,050","27,040","28,400","30,500","37,350","49,490"
WV,35-2011,"Cooks, Fast Food","15,590","24,330","21,340","21,770","22,800","26,290","28,270"
WV,35-2012,"Cooks, Institution and Cafeteria","4,540","30,700","23,000","27,020","28,790","34,200","38,800"
WV,35-2014,"Cooks, Restaurant","6,370","29,410","21,190","23,900","28,560","33,390","37,030"
WV,35-2015,"Cooks, Short Order",670,"27,380","20,140","22,970","27,480","29,800","35,060"
WV,35-2021,Food Preparation Workers,"2,830","28,100","21,440","23,090","27,610","30,660","36,170"
WV,35-3011,Bartenders,"3,120","36,420","18,830","22,300","29,030","44,580","61,580"
WV,35-3023,Fast Food and Counter Workers,"7,280","27,130","19,240","21,870","24,960","31,210","35,330"
WV,35-3031,Waiters and Waitresses,"9,190","36,650","19,310","21,250","30,320","45,600","59,380"
WV,35-3041,"Food Servers, Nonrestaurant",610,"30,150","22,160","27,310","29,480","33,000","38,510"
WV,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,900,"29,940","21,340","23,040","26,700","31,430","44,700"
WV,35-9021,Dishwashers,"1,770","25,960","18,320","21,970","25,200","28,470","31,330"
WV,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","1,490","25,460","20,890","21,780","23,180","27,340","33,390"
WV,35-9099,"Food Preparation and Serving Related Workers, All Other",50,"28,670","19,330","20,480","22,610","36,410","43,570"
WV,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"21,470","33,160","22,490","26,950","30,140","37,200","47,740"
WV,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,780,"42,020","27,040","29,900","38,190","46,720","58,210"
WV,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",440,"50,610","35,740","39,280","48,960","56,480","74,650"
WV,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","9,390","32,510","22,480","26,950","30,590","36,860","43,790"
WV,37-2012,Maids and Housekeeping Cleaners,"5,810","27,990","21,780","23,810","27,710","30,070","35,270"
WV,37-2019,"Building Cleaning Workers, All Other",60,"42,980","31,560","34,060","39,760","45,980","59,320"
WV,37-2021,Pest Control Workers,360,"40,980","28,290","33,690","37,930","47,000","59,560"
WV,37-3011,Landscaping and Groundskeeping Workers,"3,170","32,310","24,020","28,270","30,310","35,930","39,950"
WV,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",40,"37,680","32,950","35,610","36,860","37,170","44,540"
WV,37-3013,Tree Trimmers and Pruners,"1,350","47,560","38,000","47,820","47,960","47,960","56,170"
WV,37-3019,"Grounds Maintenance Workers, All Other",70,"46,420","29,180","36,900","45,350","47,170","79,100"
WV,39-0000,Personal Care and Service Occupations,"12,240","34,370","21,010","23,710","28,940","37,910","52,720"
WV,39-1013,First-Line Supervisors of Gambling Services Workers,240,"59,990","38,390","51,570","55,970","65,220","82,850"
WV,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",390,"38,140","25,360","28,620","36,500","44,210","52,730"
WV,39-1022,First-Line Supervisors of Personal Service Workers,470,"39,040","24,680","32,000","37,760","44,360","53,180"
WV,39-2011,Animal Trainers,150,"46,440","28,950","30,450","37,970","49,020","73,430"
WV,39-2021,Animal Caretakers,"1,220","29,030","21,330","23,240","28,330","30,740","37,110"
WV,39-3011,Gambling Dealers,630,"55,160","20,710","20,710","38,000","88,730","101,660"
WV,39-3012,Gambling and Sports Book Writers and Runners,100,"30,430","21,180","27,770","29,740","32,580","38,180"
WV,39-3019,"Gambling Service Workers, All Other",190,"21,880","18,700","18,700","18,700","20,280","28,720"
WV,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",290,"24,120","19,890","21,870","22,730","26,190","27,290"
WV,39-3091,Amusement and Recreation Attendants,780,"27,570","19,890","21,390","23,840","30,980","39,540"
WV,39-4011,Embalmers,70,"53,110","42,850","45,000","49,030","60,520","65,440"
WV,39-4012,Crematory Operators,40,"49,520","35,460","36,600","39,900","44,480","75,860"
WV,39-4021,Funeral Attendants,390,"32,130","23,540","27,700","28,880","36,890","45,760"
WV,39-4031,"Morticians, Undertakers, and Funeral Arrangers",170,"55,490","35,800","46,730","50,210","56,540","67,100"
WV,39-5011,Barbers,40,"38,450","22,840","30,040","34,360","45,310","58,990"
WV,39-5012,"Hairdressers, Hairstylists, and Cosmetologists","1,040","38,680","23,020","27,390","31,150","46,330","58,380"
WV,39-5092,Manicurists and Pedicurists,180,"39,120","29,190","31,090","36,020","44,690","55,580"
WV,39-5094,Skincare Specialists,70,"39,750","25,910","30,990","37,750","49,060","56,470"
WV,39-6011,Baggage Porters and Bellhops,50,"24,820","22,380","23,010","23,010","29,680","29,680"
WV,39-6012,Concierges,60,"38,740","26,530","28,430","32,680","45,650","65,340"
WV,39-7010,Tour and Travel Guides,440,"29,470","20,180","21,470","25,730","35,770","47,600"
WV,39-9011,Childcare Workers,"1,500","25,100","20,770","22,510","23,870","27,280","28,710"
WV,39-9031,Exercise Trainers and Group Fitness Instructors,630,"37,510","21,200","27,170","37,270","43,080","56,160"
WV,39-9032,Recreation Workers,"1,670","35,270","22,440","28,130","29,050","39,650","61,540"
WV,39-9041,Residential Advisors,"1,220","30,910","21,010","27,160","29,400","35,870","41,270"
WV,39-9099,"Personal Care and Service Workers, All Other",130,"33,830","24,580","29,140","30,630","36,540","43,100"
WV,41-0000,Sales and Related Occupations,"58,800","37,170","21,390","23,440","29,300","38,070","60,040"
WV,41-1011,First-Line Supervisors of Retail Sales Workers,"7,780","41,490","26,580","29,460","37,080","47,850","62,830"
WV,41-1012,First-Line Supervisors of Non-Retail Sales Workers,650,"71,970","38,800","51,400","64,330","93,950","109,990"
WV,41-2011,Cashiers,"16,730","25,390","20,680","21,990","23,490","28,640","30,960"
WV,41-2012,Gambling Change Persons and Booth Cashiers,"1,200","22,800","18,950","20,540","21,180","21,960","29,270"
WV,41-2021,Counter and Rental Clerks,"1,480","34,120","21,260","26,830","31,070","38,870","50,880"
WV,41-2022,Parts Salespersons,"1,860","33,520","22,930","23,930","29,870","38,200","47,950"
WV,41-2031,Retail Salespersons,"18,290","30,220","21,690","23,710","27,910","34,160","37,620"
WV,41-3011,Advertising Sales Agents,400,"49,730","24,040","33,490","44,610","60,270","80,350"
WV,41-3021,Insurance Sales Agents,"1,770","58,300","29,380","34,820","44,080","63,850","99,630"
WV,41-3031,"Securities, Commodities, and Financial Services Sales Agents",990,"61,240","38,870","46,300","48,530","58,690","108,390"
WV,41-3041,Travel Agents,230,"40,380","28,860","29,120","35,710","46,280","58,630"
WV,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","2,060","57,590","29,120","35,680","45,760","66,650","103,760"
WV,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",640,"127,500","67,400","80,120","126,770","150,510","214,530"
WV,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","3,410","71,530","33,110","43,980","59,390","80,420","102,920"
WV,41-9011,Demonstrators and Product Promoters,60,"31,800","31,310","31,310","31,310","31,310","36,750"
WV,41-9021,Real Estate Brokers,140,"60,580","26,340","35,010","43,600","64,660","114,510"
WV,41-9022,Real Estate Sales Agents,310,"69,610","36,310","44,120","57,550","94,310","128,750"
WV,41-9031,Sales Engineers,**,"126,480","96,320","119,840","132,590","136,910","156,890"
WV,41-9041,Telemarketers,570,"28,450","20,530","21,470","29,790","34,410","34,790"
WV,41-9099,"Sales and Related Workers, All Other",170,"36,750","24,730","26,000","29,140","35,780","47,850"
WV,43-0000,Office and Administrative Support Occupations,"82,510","41,590","26,860","31,230","38,120","47,960","60,120"
WV,43-1011,First-Line Supervisors of Office and Administrative Support Workers,"7,090","55,660","35,170","41,840","51,700","63,910","81,980"
WV,43-2011,"Switchboard Operators, Including Answering Service",150,"33,840","24,830","27,130","34,600","39,130","44,060"
WV,43-3011,Bill and Account Collectors,460,"42,040","30,680","36,230","39,780","47,770","51,780"
WV,43-3021,Billing and Posting Clerks,"2,510","42,040","29,760","34,320","39,740","46,740","57,460"
WV,43-3031,"Bookkeeping, Accounting, and Auditing Clerks","7,920","42,120","28,980","34,750","40,080","48,180","57,130"
WV,43-3041,Gambling Cage Workers,80,"33,630","27,120","29,100","33,780","39,750","40,090"
WV,43-3051,Payroll and Timekeeping Clerks,750,"43,750","28,640","33,450","42,080","51,770","59,340"
WV,43-3061,Procurement Clerks,500,"44,800","32,570","37,250","43,590","51,840","60,530"
WV,43-3071,Tellers,"2,570","32,720","27,740","28,660","31,200","35,490","39,000"
WV,43-3099,"Financial Clerks, All Other",470,"40,310","32,030","36,100","39,220","45,520","48,510"
WV,43-4031,"Court, Municipal, and License Clerks","1,640","37,470","25,290","31,350","36,120","42,320","49,570"
WV,43-4051,Customer Service Representatives,"9,850","41,180","26,540","32,850","37,610","47,840","57,780"
WV,43-4061,"Eligibility Interviewers, Government Programs",290,"49,100","37,010","38,060","47,530","57,030","61,530"
WV,43-4071,File Clerks,230,"36,420","22,350","28,840","35,110","42,990","50,970"
WV,43-4081,"Hotel, Motel, and Resort Desk Clerks","1,730","26,690","21,430","22,260","26,590","28,350","34,250"
WV,43-4111,"Interviewers, Except Eligibility and Loan","2,020","34,700","27,930","30,050","34,240","38,030","42,650"
WV,43-4121,"Library Assistants, Clerical",240,"30,210","22,350","23,070","26,300","33,450","40,810"
WV,43-4131,Loan Interviewers and Clerks,660,"40,930","30,810","34,660","38,770","47,140","54,640"
WV,43-4141,New Accounts Clerks,180,"37,800","29,380","32,480","38,050","42,620","47,720"
WV,43-4151,Order Clerks,170,"46,160","26,760","30,220","44,160","55,320","70,770"
WV,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",580,"42,400","31,050","36,310","38,810","47,320","55,910"
WV,43-4171,Receptionists and Information Clerks,"5,690","31,710","22,370","26,770","30,570","36,190","40,140"
WV,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,130,"37,240","29,660","31,360","34,590","38,670","48,830"
WV,43-4199,"Information and Record Clerks, All Other",510,"49,740","35,420","38,210","49,650","58,680","67,000"
