PRIM_STATE,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
MN,49-3041,Farm Equipment Mechanics and Service Technicians,"1,450","58,640","44,380","50,180","60,450","64,370","74,440"
MN,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","2,950","72,750","49,770","60,710","75,750","83,250","94,080"
MN,49-3043,Rail Car Repairers,390,"72,880","50,290","56,110","79,330","80,840","84,610"
MN,49-3051,Motorboat Mechanics and Service Technicians,540,"57,080","41,160","47,500","58,290","64,160","74,820"
MN,49-3052,Motorcycle Mechanics,380,"51,440","40,330","47,280","49,770","58,880","59,300"
MN,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,760,"52,710","40,520","47,790","50,070","58,990","62,320"
MN,49-3091,Bicycle Repairers,510,"35,920","27,140","30,850","37,170","39,630","44,720"
MN,49-3092,Recreational Vehicle Service Technicians,260,"52,510","40,440","42,850","52,260","59,850","63,690"
MN,49-3093,Tire Repairers and Changers,"1,430","43,440","34,370","37,330","40,340","47,100","58,340"
MN,49-9011,Mechanical Door Repairers,**,"54,300","46,630","47,710","51,630","51,630","68,850"
MN,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","1,390","73,540","49,400","58,430","74,690","81,970","102,440"
MN,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","5,190","71,780","47,080","58,690","73,390","83,260","94,420"
MN,49-9031,Home Appliance Repairers,610,"57,590","38,870","46,030","59,300","64,180","76,550"
MN,49-9041,Industrial Machinery Mechanics,"6,650","71,470","50,220","59,840","68,160","81,390","95,680"
MN,49-9043,"Maintenance Workers, Machinery",840,"66,530","48,200","58,230","63,450","75,510","85,810"
MN,49-9044,Millwrights,470,"70,810","57,340","62,480","69,520","84,560","85,370"
MN,49-9051,Electrical Power-Line Installers and Repairers,"1,670","99,100","73,010","87,980","104,800","110,960","118,320"
MN,49-9052,Telecommunications Line Installers and Repairers,940,"67,570","48,270","50,820","60,940","82,250","98,920"
MN,49-9062,Medical Equipment Repairers,"1,950","71,510","48,360","56,630","69,000","84,560","99,850"
MN,49-9063,Musical Instrument Repairers and Tuners,60,"45,440","30,790","31,370","40,880","51,190","81,030"
MN,49-9069,"Precision Instrument and Equipment Repairers, All Other",60,"69,660","57,390","59,940","69,430","79,160","90,360"
MN,49-9071,"Maintenance and Repair Workers, General","29,960","57,350","37,650","46,780","57,750","65,210","77,640"
MN,49-9081,Wind Turbine Service Technicians,570,"69,920","57,580","59,170","62,940","77,860","93,600"
MN,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",440,"51,000","36,730","43,520","51,440","59,970","61,710"
MN,49-9094,Locksmiths and Safe Repairers,140,"56,390","39,040","44,710","61,420","65,360","71,740"
MN,49-9096,Riggers,290,"68,770","47,320","49,380","68,840","77,940","93,680"
MN,49-9097,Signal and Track Switch Repairers,40,"80,500","68,080","79,370","79,370","86,680","86,680"
MN,49-9098,"Helpers--Installation, Maintenance, and Repair Workers","1,320","46,290","32,350","38,120","45,760","50,600","60,080"
MN,49-9099,"Installation, Maintenance, and Repair Workers, All Other","2,590","58,680","38,890","47,600","58,800","66,410","76,180"
MN,51-0000,Production Occupations,"205,220","52,300","36,660","40,600","48,210","60,250","74,020"
MN,51-1011,First-Line Supervisors of Production and Operating Workers,"13,270","78,930","54,170","62,510","78,170","90,530","103,050"
MN,51-2021,"Coil Winders, Tapers, and Finishers",130,"53,340","45,930","46,360","51,110","60,370","63,220"
MN,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","6,760","47,620","37,830","40,220","46,240","53,610","59,450"
MN,51-2031,Engine and Other Machine Assemblers,100,"52,190","41,720","41,720","51,550","59,010","62,880"
MN,51-2041,Structural Metal Fabricators and Fitters,"1,100","52,000","38,000","46,480","51,830","58,100","64,690"
MN,51-2051,Fiberglass Laminators and Fabricators,300,"45,500","38,030","40,410","41,600","47,010","56,200"
MN,51-2090,Miscellaneous Assemblers and Fabricators,"46,920","46,540","36,490","39,420","45,640","50,280","60,500"
MN,51-3011,Bakers,"2,910","39,630","29,310","33,350","38,640","45,660","49,440"
MN,51-3021,Butchers and Meat Cutters,"2,160","44,520","30,760","36,920","44,410","50,040","60,270"
MN,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","3,390","37,960","31,090","31,100","39,830","40,590","44,650"
MN,51-3023,Slaughterers and Meat Packers,"3,190","42,260","39,790","40,580","41,550","43,110","46,220"
MN,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",900,"50,150","38,720","41,630","47,850","60,430","62,600"
MN,51-3092,Food Batchmakers,"5,930","42,100","31,820","35,300","39,180","47,720","56,360"
MN,51-3093,Food Cooking Machine Operators and Tenders,380,"46,020","36,100","41,250","47,890","51,490","52,330"
MN,51-3099,"Food Processing Workers, All Other","1,830","43,300","37,890","38,410","39,940","48,680","51,960"
MN,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",820,"54,560","42,160","49,650","54,340","59,210","65,760"
MN,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",140,"56,860","45,460","52,980","52,980","63,200","67,490"
MN,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","5,570","52,430","39,910","46,740","50,960","59,740","63,560"
MN,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",120,"45,370","37,560","40,970","44,830","46,930","51,390"
MN,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,490","51,460","38,900","43,160","49,180","58,540","63,970"
MN,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",150,"56,480","41,530","47,820","57,820","63,040","72,110"
MN,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",140,"53,730","38,600","42,200","48,790","68,500","72,800"
MN,51-4041,Machinists,"14,910","59,030","45,220","49,160","59,860","65,450","77,330"
MN,51-4051,Metal-Refining Furnace Operators and Tenders,240,"60,900","43,170","49,410","55,720","76,590","76,590"
MN,51-4061,"Model Makers, Metal and Plastic",70,"52,370","51,080","51,080","51,620","51,620","55,300"
MN,51-4062,"Patternmakers, Metal and Plastic",40,"64,940","49,660","66,120","66,120","72,050","72,290"
MN,51-4071,Foundry Mold and Coremakers,390,"50,040","46,680","49,360","49,840","50,630","53,960"
MN,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","2,840","47,850","36,020","39,820","47,110","50,740","61,450"
MN,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","2,190","46,550","37,790","39,060","47,640","49,850","59,170"
MN,51-4111,Tool and Die Makers,"1,060","69,190","47,680","59,770","65,400","79,720","91,510"
MN,51-4121,"Welders, Cutters, Solderers, and Brazers","9,420","59,220","46,260","50,270","58,730","63,630","73,550"
MN,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",360,"59,600","46,990","49,450","57,830","65,110","82,980"
MN,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",110,"46,780","37,030","37,040","46,940","53,120","61,030"
MN,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",720,"48,320","34,800","42,930","46,430","55,470","60,180"
MN,51-4194,"Tool Grinders, Filers, and Sharpeners",60,"60,010","46,020","49,540","51,700","72,040","75,990"
MN,51-4199,"Metal Workers and Plastic Workers, All Other",**,"48,110","39,970","40,860","47,160","51,660","59,610"
MN,51-5111,Prepress Technicians and Workers,"1,340","47,800","34,270","39,110","45,520","57,080","63,660"
MN,51-5112,Printing Press Operators,"4,800","52,370","35,270","40,030","49,540","61,880","73,450"
MN,51-5113,Print Binding and Finishing Workers,"1,860","48,020","36,270","38,850","47,700","56,310","60,740"
MN,51-6011,Laundry and Dry-Cleaning Workers,"3,450","37,040","30,160","33,930","36,560","38,640","44,290"
MN,51-6021,"Pressers, Textile, Garment, and Related Materials",200,"34,280","27,810","31,110","35,730","37,740","37,830"
MN,51-6031,Sewing Machine Operators,"2,370","41,150","32,970","36,300","40,510","46,570","48,500"
MN,51-6041,Shoe and Leather Workers and Repairers,160,"41,200","25,170","33,340","39,350","45,470","56,250"
MN,51-6042,Shoe Machine Operators and Tenders,320,"40,300","26,590","38,420","38,420","48,010","48,010"
MN,51-6052,"Tailors, Dressmakers, and Custom Sewers",600,"46,190","28,600","36,350","43,490","48,530","73,080"
MN,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",90,"41,090","27,230","35,640","41,600","50,060","50,060"
MN,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",70,"44,660","35,650","36,980","43,950","51,890","60,900"
MN,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",**,"56,460","46,170","47,270","51,310","58,720","86,980"
MN,51-6093,Upholsterers,80,"57,420","39,640","46,180","56,840","67,380","73,660"
MN,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",40,"42,100","34,080","36,840","42,160","47,670","48,960"
MN,51-7011,Cabinetmakers and Bench Carpenters,"2,770","49,080","38,290","45,110","47,330","56,240","60,220"
MN,51-7021,Furniture Finishers,330,"47,950","37,320","43,720","48,370","50,480","57,370"
MN,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",850,"49,260","38,310","44,040","48,930","55,590","60,270"
MN,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",720,"49,720","39,640","43,460","48,920","56,840","59,880"
MN,51-7099,"Woodworkers, All Other",**,"53,610","47,000","49,170","54,950","55,070","56,220"
MN,51-8012,Power Distributors and Dispatchers,150,"113,800","80,860","85,980","122,620","132,960","140,710"
MN,51-8013,Power Plant Operators,710,"88,000","64,040","71,860","88,090","98,850","117,720"
MN,51-8021,Stationary Engineers and Boiler Operators,"1,540","75,360","60,540","66,480","73,560","82,270","92,570"
MN,51-8031,Water and Wastewater Treatment Plant and System Operators,"2,050","68,230","45,280","61,350","70,470","77,330","82,070"
MN,51-8091,Chemical Plant and System Operators,110,"65,650","48,440","53,190","64,420","69,450","74,810"
MN,51-8092,Gas Plant Operators,110,"87,820","63,170","80,060","84,760","100,680","102,180"
MN,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",570,"102,930","74,440","98,720","98,720","124,630","126,960"
MN,51-8099,"Plant and System Operators, All Other",220,"82,740","67,820","72,860","83,060","93,150","103,930"
MN,51-9011,Chemical Equipment Operators and Tenders,"1,150","53,240","40,500","45,650","50,320","60,600","66,650"
MN,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","1,510","53,440","40,130","45,330","53,150","60,870","64,370"
MN,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",580,"61,240","46,860","50,590","58,150","71,650","81,770"
MN,51-9022,"Grinding and Polishing Workers, Hand",140,"51,500","41,600","43,570","50,550","59,480","64,060"
MN,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","1,480","54,690","42,050","46,680","51,460","61,380","72,160"
MN,51-9031,"Cutters and Trimmers, Hand",50,"45,800","36,170","45,110","47,330","49,310","49,350"
MN,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders","1,330","53,920","42,700","47,900","56,430","60,480","62,710"
MN,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",790,"52,840","39,160","45,780","50,480","59,180","67,680"
MN,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",80,"64,110","47,300","51,290","60,130","73,500","86,560"
MN,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers","10,510","55,430","40,250","46,960","52,390","61,900","73,740"
MN,51-9071,Jewelers and Precious Stone and Metal Workers,330,"53,160","25,470","47,870","52,390","63,700","70,900"
MN,51-9081,Dental Laboratory Technicians,440,"56,500","38,170","47,880","57,180","59,960","73,880"
MN,51-9083,Ophthalmic Laboratory Technicians,"1,020","41,620","32,960","38,070","40,500","45,580","49,270"
MN,51-9111,Packaging and Filling Machine Operators and Tenders,"7,700","43,740","35,650","36,810","43,230","47,940","56,130"
MN,51-9123,"Painting, Coating, and Decorating Workers",130,"49,940","31,920","35,200","38,650","62,350","87,750"
MN,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","3,630","56,340","39,690","46,620","54,240","62,900","73,780"
MN,51-9141,Semiconductor Processing Technicians,340,"48,080","43,050","43,880","46,650","51,110","55,610"
MN,51-9161,Computer Numerically Controlled Tool Operators,"4,020","56,300","41,860","46,880","53,840","63,090","74,880"
MN,51-9162,Computer Numerically Controlled Tool Programmers,"1,490","71,010","46,580","59,750","75,940","81,910","91,580"
MN,51-9191,Adhesive Bonding Machine Operators and Tenders,**,"53,630","44,730","48,080","55,480","60,620","62,300"
MN,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",30,"45,380","37,200","40,560","47,310","48,090","56,770"
MN,51-9193,Cooling and Freezing Equipment Operators and Tenders,40,"45,760","38,000","38,000","43,520","53,670","53,790"
MN,51-9194,Etchers and Engravers,210,"45,630","32,970","37,490","44,260","55,260","58,820"
MN,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",730,"47,330","38,240","44,240","45,090","50,920","56,860"
MN,51-9196,"Paper Goods Machine Setters, Operators, and Tenders","1,950","55,050","38,020","45,690","55,790","62,940","76,560"
MN,51-9198,Helpers--Production Workers,"3,040","43,010","35,280","38,570","42,240","45,440","52,700"
MN,51-9199,"Production Workers, All Other","5,320","46,860","36,200","39,100","46,020","53,530","58,810"
MN,53-0000,Transportation and Material Moving Occupations,"228,260","51,360","32,390","37,700","46,900","58,940","72,390"
MN,53-1041,Aircraft Cargo Handling Supervisors,290,"63,400","48,450","52,000","52,480","66,400","101,660"
MN,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","8,990","70,460","48,490","56,650","65,980","79,920","96,000"
MN,53-2011,"Airline Pilots, Copilots, and Flight Engineers",**,"188,580","109,580","139,350","184,560","226,760",#
MN,53-2012,Commercial Pilots,"1,540","129,970","55,630","92,320","117,960","169,790","205,380"
MN,53-2021,Air Traffic Controllers,630,"164,870","92,520","131,890","176,030","198,870","220,920"
MN,53-2031,Flight Attendants,"2,670","56,870","30,930","30,930","50,740","75,000","85,510"
MN,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",90,"40,870","34,330","36,160","36,170","41,870","51,010"
MN,53-3031,Driver/Sales Workers,"8,800","38,580","23,300","24,670","32,390","49,920","61,040"
MN,53-3032,Heavy and Tractor-Trailer Truck Drivers,"38,530","62,110","43,980","49,940","61,090","71,500","80,860"
MN,53-3033,Light Truck Drivers,"18,650","50,010","30,330","40,440","47,440","58,170","70,160"
MN,53-3051,"Bus Drivers, School","10,860","49,940","38,040","46,760","49,600","53,570","59,280"
MN,53-3052,"Bus Drivers, Transit and Intercity","2,370","55,930","39,720","44,540","52,290","60,800","63,340"
MN,53-3053,Shuttle Drivers and Chauffeurs,"6,200","40,760","29,730","34,080","38,780","47,570","53,650"
MN,53-3054,Taxi Drivers,140,"36,190","28,720","34,820","36,860","39,540","40,450"
MN,53-3099,"Motor Vehicle Operators, All Other",880,"39,050","29,570","31,270","35,780","40,670","58,880"
MN,53-4011,Locomotive Engineers,730,"77,440","61,960","71,760","79,370","82,910","83,110"
MN,53-4031,Railroad Conductors and Yardmasters,590,"76,020","60,660","69,470","71,930","83,200","98,260"
MN,53-4041,Subway and Streetcar Operators,130,"66,500","63,650","63,650","67,810","67,810","67,810"
MN,53-5011,Sailors and Marine Oilers,50,"60,020","38,380","45,470","53,760","75,020","91,910"
MN,53-5021,"Captains, Mates, and Pilots of Water Vessels",90,"91,800","36,650","47,320","83,920","122,900","153,400"
MN,53-6011,Bridge and Lock Tenders,70,"69,040","53,640","66,410","72,960","77,710","77,710"
MN,53-6021,Parking Attendants,"1,280","36,650","28,610","33,400","36,180","39,590","45,430"
MN,53-6031,Automotive and Watercraft Service Attendants,860,"38,560","31,290","36,540","37,330","41,370","44,510"
MN,53-6032,Aircraft Service Attendants,900,"40,610","34,590","34,590","39,920","46,170","47,100"
MN,53-6041,Traffic Technicians,40,"67,630","52,440","61,350","71,020","76,680","79,480"
MN,53-6061,Passenger Attendants,**,"40,440","35,720","36,350","39,080","39,740","55,900"
MN,53-6099,"Transportation Workers, All Other",230,"42,750","35,470","39,730","40,830","47,790","50,380"
MN,53-7011,Conveyor Operators and Tenders,590,"43,240","36,430","37,980","42,540","48,330","51,130"
MN,53-7021,Crane and Tower Operators,170,"70,620","48,800","56,880","67,320","78,290","100,800"
MN,53-7041,Hoist and Winch Operators,70,"67,380","50,140","65,670","65,680","76,300","76,300"
MN,53-7051,Industrial Truck and Tractor Operators,"7,470","52,670","38,140","43,760","48,420","59,680","72,840"
MN,53-7061,Cleaners of Vehicles and Equipment,"5,190","38,280","30,240","34,010","36,380","41,600","47,140"
MN,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","56,030","45,760","35,140","38,290","45,440","50,820","59,350"
MN,53-7063,Machine Feeders and Offbearers,400,"49,610","37,740","46,220","49,630","53,800","56,700"
MN,53-7064,"Packers and Packagers, Hand","5,520","38,200","27,600","30,540","38,550","43,340","50,120"
MN,53-7065,Stockers and Order Fillers,"41,430","40,380","30,670","35,010","37,700","45,330","51,040"
MN,53-7072,"Pump Operators, Except Wellhead Pumpers",60,"69,190","43,950","47,180","61,630","94,650","99,250"
MN,53-7081,Refuse and Recyclable Material Collectors,"2,260","57,830","41,960","49,680","61,630","65,330","70,970"
MN,53-7199,"Material Moving Workers, All Other",580,"53,310","40,150","49,400","53,750","55,140","59,820"
MS,00-0000,All Occupations,"1,159,710","49,740","22,110","28,980","39,070","58,860","83,400"
MS,11-0000,Management Occupations,"53,520","103,970","45,820","61,950","85,840","124,720","176,130"
MS,11-1011,Chief Executives,440,"155,210","97,990","105,280","125,340","165,500","237,290"
MS,11-1021,General and Operations Managers,"14,530","112,540","41,870","58,360","88,290","133,270","210,540"
MS,11-2011,Advertising and Promotions Managers,110,"84,210","41,990","46,840","64,230","102,430","149,180"
MS,11-2021,Marketing Managers,850,"114,550","51,080","67,070","91,030","150,280","201,760"
MS,11-2022,Sales Managers,"1,720","128,330","59,990","72,500","106,290","156,890","226,870"
MS,11-2032,Public Relations Managers,170,"106,160","51,280","67,240","90,630","123,780","190,070"
MS,11-2033,Fundraising Managers,50,"99,930","53,600","78,920","92,990","109,990","146,910"
MS,11-3012,Administrative Services Managers,"2,190","108,520","51,840","67,370","90,710","129,730","185,160"
MS,11-3013,Facilities Managers,880,"96,070","52,000","68,570","90,960","120,640","142,980"
MS,11-3021,Computer and Information Systems Managers,"1,780","126,210","74,840","93,250","117,350","156,120","182,840"
MS,11-3031,Financial Managers,"3,730","123,590","56,880","73,940","105,970","149,990","202,320"
MS,11-3051,Industrial Production Managers,"1,910","121,270","62,260","86,950","109,990","138,000","186,070"
MS,11-3061,Purchasing Managers,320,"114,820","64,990","85,240","112,560","138,630","162,880"
MS,11-3071,"Transportation, Storage, and Distribution Managers","2,790","88,420","48,860","60,510","77,390","101,840","142,190"
MS,11-3111,Compensation and Benefits Managers,60,"105,280","55,540","76,580","89,830","134,790","166,670"
MS,11-3121,Human Resources Managers,740,"124,030","66,920","82,300","103,150","154,560","220,470"
MS,11-3131,Training and Development Managers,240,"97,000","55,540","63,050","86,200","117,830","161,730"
MS,11-9021,Construction Managers,"1,760","103,850","57,390","76,030","93,840","122,770","160,280"
MS,11-9031,"Education and Childcare Administrators, Preschool and Daycare",610,"46,180","27,530","30,200","40,630","55,700","73,950"
MS,11-9032,"Education Administrators, Kindergarten through Secondary","3,080","84,710","64,660","76,520","81,760","96,560","103,680"
MS,11-9033,"Education Administrators, Postsecondary","1,920","116,140","52,530","66,020","85,670","137,130","234,480"
MS,11-9039,"Education Administrators, All Other",130,"90,630","48,830","67,730","83,990","108,990","134,780"
MS,11-9041,Architectural and Engineering Managers,880,"135,210","61,330","105,350","136,010","166,290","197,800"
MS,11-9051,Food Service Managers,"2,370","60,580","34,320","39,490","51,430","67,510","93,660"
MS,11-9071,Gambling Managers,170,"96,400","44,060","60,700","78,340","108,830","167,490"
MS,11-9072,"Entertainment and Recreation Managers, Except Gambling",90,"68,190","40,140","45,230","60,010","81,340","94,790"
MS,11-9111,Medical and Health Services Managers,"4,560","103,770","57,740","72,100","89,960","113,520","159,990"
MS,11-9121,Natural Sciences Managers,190,"117,320","67,700","89,900","113,730","142,560","177,260"
MS,11-9131,Postmasters and Mail Superintendents,180,"93,900","83,840","86,320","91,310","100,030","109,140"
MS,11-9141,"Property, Real Estate, and Community Association Managers","1,960","56,080","26,810","38,690","48,560","63,190","95,400"
MS,11-9151,Social and Community Service Managers,"1,180","72,060","38,970","51,590","67,080","88,450","105,410"
MS,11-9161,Emergency Management Directors,240,"56,170","38,370","41,670","47,850","60,390","83,220"
MS,11-9171,Funeral Home Managers,140,"66,700","28,080","48,590","66,990","76,960","97,570"
MS,11-9179,"Personal Service Managers, All Other",70,"51,880","38,840","42,940","49,880","61,000","70,590"
MS,11-9199,"Managers, All Other",830,"106,400","56,830","76,610","97,780","131,960","167,690"
MS,13-0000,Business and Financial Operations Occupations,"45,280","73,720","37,080","48,210","63,420","86,820","114,080"
MS,13-1020,Buyers and Purchasing Agents,"2,470","71,480","38,990","48,210","64,290","84,240","110,770"
MS,13-1031,"Claims Adjusters, Examiners, and Investigators","1,540","75,060","46,950","58,470","75,180","89,860","104,330"
MS,13-1032,"Insurance Appraisers, Auto Damage",**,"68,200","51,910","60,670","61,440","81,650","90,170"
MS,13-1041,Compliance Officers,"1,840","69,630","36,430","46,860","65,150","84,300","107,240"
MS,13-1051,Cost Estimators,"1,300","69,980","40,950","52,310","66,410","82,080","100,460"
MS,13-1071,Human Resources Specialists,"4,560","63,130","35,320","41,950","56,050","78,090","103,390"
MS,13-1075,Labor Relations Specialists,180,"70,400","33,850","59,780","71,550","78,870","102,040"
MS,13-1081,Logisticians,"1,080","79,540","43,620","59,880","76,280","97,760","122,260"
MS,13-1082,Project Management Specialists,"3,300","85,410","47,850","59,790","77,500","102,170","130,730"
MS,13-1111,Management Analysts,"3,260","88,590","43,930","54,250","70,010","103,820","163,000"
MS,13-1121,"Meeting, Convention, and Event Planners",370,"46,740","25,920","31,990","43,200","58,750","71,770"
MS,13-1131,Fundraisers,200,"60,100","23,850","38,760","52,040","72,090","100,890"
MS,13-1141,"Compensation, Benefits, and Job Analysis Specialists",400,"58,280","35,640","39,290","53,780","72,520","80,760"
MS,13-1151,Training and Development Specialists,"2,550","61,800","34,760","45,250","52,160","77,520","96,080"
MS,13-1161,Market Research Analysts and Marketing Specialists,"2,800","56,680","23,820","39,550","57,520","65,740","84,660"
MS,13-1199,"Business Operations Specialists, All Other","3,630","79,930","45,490","61,530","74,990","95,640","117,260"
MS,13-2011,Accountants and Auditors,"6,940","74,620","43,090","51,860","64,170","87,170","115,350"
MS,13-2020,Property Appraisers and Assessors,590,"55,750","32,110","39,220","49,830","66,780","87,120"
MS,13-2031,Budget Analysts,420,"74,450","45,490","62,470","74,960","87,940","98,290"
MS,13-2041,Credit Analysts,310,"85,210","41,720","48,420","72,090","107,200","147,810"
MS,13-2051,Financial and Investment Analysts,730,"86,760","49,000","59,680","77,520","104,960","131,570"
MS,13-2052,Personal Financial Advisors,870,"154,090","40,110","49,880","65,150","106,970",#
MS,13-2053,Insurance Underwriters,400,"65,940","39,110","49,700","58,760","76,860","100,590"
MS,13-2054,Financial Risk Specialists,280,*,*,*,*,*,*
MS,13-2061,Financial Examiners,340,"97,400","45,850","77,250","92,590","124,310","134,340"
MS,13-2071,Credit Counselors,250,"44,370","31,510","32,300","39,100","47,200","65,200"
MS,13-2072,Loan Officers,"2,770","72,540","35,290","43,160","59,950","81,940","130,220"
MS,13-2081,"Tax Examiners and Collectors, and Revenue Agents",740,"46,220","31,390","35,520","39,010","48,840","74,960"
MS,13-2082,Tax Preparers,620,"42,000","27,440","28,440","33,390","51,520","63,830"
MS,13-2099,"Financial Specialists, All Other",390,"78,810","47,980","59,950","74,960","92,750","113,730"
MS,15-0000,Computer and Mathematical Occupations,"16,520","74,690","35,990","46,790","68,140","94,990","123,910"
MS,15-1211,Computer Systems Analysts,"2,040","84,670","47,350","63,020","82,870","97,510","123,800"
MS,15-1212,Information Security Analysts,560,"89,910","50,810","60,240","84,640","105,830","134,520"
MS,15-1221,Computer and Information Research Scientists,280,"111,360","70,320","83,050","108,560","134,660","158,850"
MS,15-1231,Computer Network Support Specialists,"1,750","55,820","35,990","35,990","50,600","66,160","82,060"
MS,15-1232,Computer User Support Specialists,"3,220","50,540","29,910","36,870","46,690","60,840","76,280"
MS,15-1241,Computer Network Architects,280,"97,430","55,970","73,840","95,710","115,370","144,700"
MS,15-1242,Database Administrators,230,"84,830","53,110","64,870","86,420","98,740","122,350"
MS,15-1243,Database Architects,110,"92,400","47,690","73,300","90,980","112,660","133,350"
MS,15-1244,Network and Computer Systems Administrators,"1,520","77,130","38,260","53,880","75,090","95,030","115,550"
MS,15-1251,Computer Programmers,600,"72,010","45,410","56,550","65,120","84,990","100,890"
MS,15-1252,Software Developers,"3,200","87,990","29,760","51,890","86,460","123,710","136,390"
MS,15-1253,Software Quality Assurance Analysts and Testers,460,"80,130","45,130","55,540","75,860","101,090","123,090"
MS,15-1254,Web Developers,190,"65,830","40,400","45,350","58,260","80,560","105,040"
MS,15-1255,Web and Digital Interface Designers,150,"62,760","36,700","45,880","60,680","74,810","94,110"
MS,15-1299,"Computer Occupations, All Other","1,370","84,820","27,960","59,780","86,380","107,240","134,410"
MS,15-2011,Actuaries,30,"123,500","63,580","75,370","97,210","167,490","234,300"
MS,15-2031,Operations Research Analysts,130,"86,390","50,050","62,210","87,550","99,880","126,280"
MS,15-2041,Statisticians,70,"65,930","44,300","49,820","59,980","73,990","99,350"
MS,15-2051,Data Scientists,270,"77,830","42,950","53,980","69,430","97,150","112,010"
MS,17-0000,Architecture and Engineering Occupations,"13,910","90,180","45,720","59,950","82,280","109,800","142,400"
MS,17-1011,"Architects, Except Landscape and Naval",430,"99,210","48,660","64,880","79,040","108,200","158,690"
MS,17-1012,Landscape Architects,30,"75,970","66,650","66,650","71,390","75,280","97,590"
MS,17-1021,Cartographers and Photogrammetrists,50,"76,180","58,400","63,900","74,520","78,550","104,330"
MS,17-1022,Surveyors,590,"65,000","35,820","45,320","57,370","76,930","104,170"
MS,17-2011,Aerospace Engineers,100,"108,240","82,400","86,550","96,810","124,090","157,350"
MS,17-2041,Chemical Engineers,150,"107,550","77,910","86,010","102,470","122,010","133,810"
MS,17-2051,Civil Engineers,"2,050","115,570","60,770","77,110","103,940","146,930","208,000"
MS,17-2061,Computer Hardware Engineers,180,"87,040","60,940","66,840","76,120","96,140","131,970"
MS,17-2071,Electrical Engineers,"1,230","102,990","50,910","76,210","100,840","126,830","147,900"
MS,17-2072,"Electronics Engineers, Except Computer",210,*,*,*,*,*,*
MS,17-2081,Environmental Engineers,260,"84,500","49,390","55,250","81,780","98,210","130,460"
MS,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",150,"90,890","44,410","64,960","87,230","116,960","140,470"
MS,17-2112,Industrial Engineers,"2,260","96,060","64,560","76,650","93,110","108,300","134,450"
MS,17-2121,Marine Engineers and Naval Architects,90,"100,040","64,130","81,160","99,130","120,530","132,300"
MS,17-2131,Materials Engineers,110,"97,060","55,480","76,490","90,700","127,480","151,720"
